33 19
+.-.*./.<.>.=.!.;.,.(.).[.].{.}.abcdefghijklmnñopqrstuvwxyzABCDEFGHIJKLMNÑOPQRSTUVWXYZ.0123456789. $
1	2	3	4	10	13	16	19	21	22	23	24	25	26	27	28	29	31	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0 	0	0	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0
0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0
0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	29	33	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	34	31	32
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
